,source,author,title,description,url,urlToImage,publishedAt,content,date,nextPosition
161,"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,"Global EPDM Rubber Market Report to 2030 - Players Include DOW, Exxon Mobil, JSR and PetroChina","Dublin, Feb. 15, 2023 (GLOBE NEWSWIRE) -- The ""Global EPDM Rubber Market Analysis: Plant Capacity, Production, Operating Efficiency, Technology, Demand & Supply, End-User Industries, Distribution Channel, Regional Demand, 2015-2030"" report has been added to R…",https://www.globenewswire.com/news-release/2023/02/15/2608966/28124/en/Global-EPDM-Rubber-Market-Report-to-2030-Players-Include-DOW-Exxon-Mobil-JSR-and-PetroChina.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7?size=1,2023-02-15T15:28:00Z,"Dublin, Feb. 15, 2023 (GLOBE NEWSWIRE) -- The ""Global EPDM Rubber Market Analysis: Plant Capacity, Production, Operating Efficiency, Technology, Demand &amp; Supply, End-User Industries, Distribution… [+4636 chars]",2023-02-15,1.0
162,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,Exxon accepted risk of a refinery lockout ahead of labor talks,"(marketscreener.com) Exxon Mobil labor
negotiators advised managers ahead of 2021 talks that they
believed the company might have to lock out Texas refinery
workers to achieve its aims of taking away job protections based
on seniority, according to witnesses …",https://www.marketscreener.com/news/latest/Exxon-accepted-risk-of-a-refinery-lockout-ahead-of-labor-talks--43010936/?utm_medium=RSS&utm_content=20230216,https://img.zonebourse.com/reuters/2022-10/2022-10-12T072642Z_1_LYNXMPEI9B0CN_RTROPTP_3_EXXON-MOBIL-RESULTS.JPG,2023-02-16T18:49:06Z,An NLRB judge will decide whether the largest U.S. oil firm has to pay millions of dollars in back pay to about 650 workers locked out of their jobs for 10 months while talks continued. The judge is … [+1566 chars],2023-02-16,-1.0
163,"{'id': None, 'name': 'FX Empire'}",Reuters,Exxon accepted risk of a refinery lockout ahead of labor talks,"By Erwin Seba HOUSTON (Reuters) -   Exxon Mobil labor negotiators advised managers ahead of 2021 talks that they believed the company might have to lock out Texas refinery workers to achieve its aims of taking away job protections based on seniority, accordin…",https://www.fxempire.com/news/article/exxon-accepted-risk-of-a-refinery-lockout-ahead-of-labor-talks-1286973,https://responsive.fxempire.com/width/600/webp-lossy-70.q50/_fxempire_/2023/02/tagreuters.com2023newsml_LYNXMPEJ1F0VO1.jpg,2023-02-16T19:07:14Z,An NLRB judge will decide whether the largest U.S. oil firm has to pay millions of dollars in back pay to about 650 workers locked out of their jobs for 10 months while talks continued. The judge is … [+1546 chars],2023-02-16,-1.0
164,"{'id': None, 'name': 'Investing.com'}",Reuters,Exxon accepted risk of a refinery lockout ahead of labor talks,Exxon accepted risk of a refinery lockout ahead of labor talks,https://www.investing.com/news/stock-market-news/exxon-accepted-risk-of-a-refinery-lockout-ahead-of-labor-talks-3006040,https://i-invdn-com.investing.com/news/LYNXMPECB601J_L.jpg,2023-02-16T18:55:58Z,"By Erwin Seba
HOUSTON (Reuters) - Exxon Mobil (NYSE:XOM) labor negotiators advised managers ahead of 2021 talks that they believed the company might have to lock out Texas refinery workers to achiev… [+1849 chars]",2023-02-16,-1.0
165,"{'id': None, 'name': 'CoinDesk'}","Glenn Williams, Nick Baker",Crypto Long & Short: Sorting Out Bitcoin’s P/E Ratio,"This week, Glenn Williams Jr. taps his equity research analyst background – the land of price-to-earnings ratios and other valuation techniques – to sort out whether bitcoin is under- or overvalued. Then, Jennifer Murphy, the CEO of Runa Digital Assets, puts …",https://www.coindesk.com/business/2023/02/15/crypto-long-short-sorting-out-bitcoins-pe-ratio/,https://www.coindesk.com/resizer/eHqgMjx39_GVSbDST-fI8A1m3Cc=/1200x628/center/middle/cloudfront-us-east-1.images.arcpublishing.com/coindesk/Y5XIWNBVIJHH7PYUSQZUW3P3BE.jpg,2023-02-15T16:45:00Z,"This week, Glenn Williams Jr. taps his equity research analyst background the land of price-to-earnings ratios and other valuation techniques to sort out whether bitcoin is under- or overvalued.
The… [+9870 chars]",2023-02-15,1.0
166,"{'id': None, 'name': 'Raleigh News & Observer'}",Danielle Battaglia,What stocks do your lawmaker trade? See investments by NC members of Congress,Some North Carolina lawmakers want to ban stock trading in Congress. See what stocks your representatives are trading.,https://www.newsobserver.com/news/politics-government/article272389613.html,https://media.zenfs.com/en/raleigh_news_and_observer_mcclatchy_712/b56ddca54a9343d7094e28dc5faf3e8b,2023-02-15T10:30:00Z,"Does your representative own any stocks?
Are they trading on information they obtained while representing you in Congress?
Trying to figure that out requires time, effort and the willpower to make … [+18566 chars]",2023-02-15,1.0
167,"{'id': None, 'name': 'Forbes'}","Joe Cornell, Contributor, 
 Joe Cornell, Contributor
 https://www.forbes.com/sites/joecornell/",Jefferies Spinoff Vitesse Energy Undervalued,Total revenue grew 55.0% YoY to $300.1 million and was driven by growth in Oil and Natural gas segments.,https://www.forbes.com/sites/joecornell/2023/02/15/jefferies-spinoff-vitesse-energy-undervalued/,https://imageio.forbes.com/specials-images/imageserve/63ed0c8c2368720a4bed2983/0x0.jpg?format=jpg&width=1200,2023-02-15T16:59:28Z,"Photographer: Jeenah Moon/Bloomberg
© 2021 Bloomberg Finance LP
On February 14, 2023, Vitesse Energy Inc. (NYSE: VTS, $18.69, Market Capitalization: $527.1 million) announced FY22 results. Total re… [+12789 chars]",2023-02-15,1.0
168,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,"Global EAA and EMAA Copolymer Market Set to Reach USD 2.115 Billion by 2031, With a Sustainable CAGR Of 3.7% | Growth Market Reports","According to a recent market study published by Growth Market Reports, titled, ""EAA and EMAA Copolymer Market by Product (Ethylene Acrylic Acid and Ethylene ...",https://finance.yahoo.com/news/global-eaa-emaa-copolymer-market-150500706.html,https://media.zenfs.com/en/prnewswire.com/5d6a7ea419b9221b1254558622dff6d3,2023-02-16T15:05:00Z,"PUNE, India, Feb. 16, 2023 /PRNewswire/ -- According to a recent market study published by Growth Market Reports, titled, ""EAA and EMAA Copolymer Market by Product (Ethylene Acrylic Acid and Ethylene… [+8154 chars]",2023-02-16,-1.0
169,"{'id': None, 'name': 'Yahoo Entertainment'}",ReportLinker,Propylene-Petrochemicals Global Market Report 2023,"Major players in the propylene-petrochemicals market are AGC Chemicals, Archer Daniels Midland Company, Asahi Kasei Corporation, BASF SE, Chevron Phillips...",https://finance.yahoo.com/news/propylene-petrochemicals-global-market-report-140500109.html,https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f,2023-02-15T14:05:00Z,"Major players in the propylene-petrochemicals market are AGC Chemicals, Archer Daniels Midland Company, Asahi Kasei Corporation, BASF SE, Chevron Phillips Chemical Company, China National Petroleum C… [+7144 chars]",2023-02-15,1.0
170,"{'id': None, 'name': 'Yahoo Entertainment'}",ReportLinker,Blue Hydrogen Market Report 2023-2033,"Forecasts by Technology (Gas Partial Oxidation (POX), Steam Methane Reforming (SMR), Auto Thermal Reforming (ATR)), by Process (Methane Reformation, Coal...",https://finance.yahoo.com/news/blue-hydrogen-market-report-2023-140600668.html,https://media.zenfs.com/en/globenewswire.com/4ce8962afb8a41766b626a7e61c8413f,2023-02-16T14:06:00Z,"Forecasts by Technology (Gas Partial Oxidation (POX), Steam Methane Reforming (SMR), Auto Thermal Reforming (ATR)), by Process (Methane Reformation, Coal Gasification, Petroleum Coke Gasification, As… [+8301 chars]",2023-02-16,-1.0
171,"{'id': None, 'name': 'Yahoo Entertainment'}",PR Newswire,Ethylene-Petrochemicals Global Market Report 2023,"Major players in the ethylene-petrochemicals market are AkzoNobel, BASF SE, Borealis, Chevron Phillips Chemical Company LLC, China Petrochemical Corporation,...",https://finance.yahoo.com/news/ethylene-petrochemicals-global-market-report-171000373.html,https://media.zenfs.com/en/prnewswire.com/f4014d7cb7c9d48570135645eaeb3cb0,2023-02-15T17:10:00Z,"NEW YORK, Feb. 15, 2023 /PRNewswire/ -- Major players in the ethylene-petrochemicals market are AkzoNobel, BASF SE, Borealis, Chevron Phillips Chemical Company LLC, China Petrochemical Corporation, C… [+7505 chars]",2023-02-15,1.0
172,"{'id': None, 'name': 'Yahoo Entertainment'}",Future Market Insights Global and Consulting Pvt. Ltd.,"Aerospace Maintenance Chemical Market is Expected to Reach USD 10.40 Billion by 2032, Growing at a CAGR of 3.4% | Future Market Insights, Inc.","North America holds the biggest market share in the aerospace maintenance chemical market. Rise in demand for the maintenance of aircraft surface, increase...",https://finance.yahoo.com/news/aerospace-maintenance-chemical-market-expected-153000659.html,https://s.yimg.com/ny/api/res/1.2/qP4r51hLByRzlY33mD2ISw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03MzA-/https://media.zenfs.com/en/globenewswire.com/433e6507c3cf94b90d194380426a7629,2023-02-16T15:30:00Z,"Future Market Insights Global and Consulting Pvt. Ltd.
North America holds the biggest market share in the aerospace maintenance chemical market. Rise in demand for the maintenance of aircraft surfa… [+8071 chars]",2023-02-16,-1.0
173,"{'id': None, 'name': 'Biztoc.com'}",entrepreneur.com,Is Oil and Gas Production a Good Career Path?,"Are you ready to begin a new job search? Read on to see if the oil and gas production industry is a good career path for you. Finding the right job path can be a challenging process. Seeking out a career that is the right combination of something you enjoy, a…",https://biztoc.com/x/1af63116a52c9345,https://c.biztoc.com/p/1af63116a52c9345/og.webp,2023-02-16T05:40:05Z,Are you ready to begin a new job search? Read on to see if the oil and gas production industry is a good career path for you.Finding the right job path can be a challenging process. Seeking out a car… [+322 chars],2023-02-16,-1.0
174,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,HF Sinclair names Tim Go as CEO,"(marketscreener.com) U.S. Oil refiner HF Sinclair Corp
said on Wednesday its president Tim Go will take on the
additional role of Chief Executive Officer, effective May 9.
 Go, who has been president and chief operating officer of HF
since Nov. 21, succeeds M…",https://www.marketscreener.com/news/latest/HF-Sinclair-names-Tim-Go-as-CEO--42999441/?utm_medium=RSS&utm_content=20230215,https://www.marketscreener.com/images/twitter_MS_fdnoir.png,2023-02-15T21:44:59Z,"Feb 15 (Reuters) - U.S. Oil refiner HF Sinclair Corp
said on Wednesday its president Tim Go will take on the
additional role of Chief Executive Officer, effective May 9.
Go, who has been president… [+427 chars]",2023-02-15,1.0
175,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,Guyana's shore base project could cut shipping costs by about 12%,"(marketscreener.com) Companies working on a
$300 million logistics facility in Guyana that will support
offshore oil operations said on Wednesday the shore base will
help reduce shipping costs for supplies by as much as 12% by
allowing larger supply vessels t…",https://www.marketscreener.com/quote/stock/CNOOC-LIMITED-1412718/news/Guyana-s-shore-base-project-could-cut-shipping-costs-by-about-12-42999136/?utm_medium=RSS&utm_content=20230215,https://www.marketscreener.com/images/twitter_MS_fdblanc.png,2023-02-15T21:21:05Z,"GEORGETOWN, Feb 15 (Reuters) - Companies working on a
$300 million logistics facility in Guyana that will support
offshore oil operations said on Wednesday the shore base will
help reduce shipping… [+1675 chars]",2023-02-15,1.0
176,"{'id': None, 'name': 'Seeking Alpha'}",Fun Trading,Hess Corporation: Guyana Made A Vital Difference,"Hess reported adjusted Q4 2022 EPS of $1.78, beating analysts' expectations again this quarter. Read more to see my thoughts on HES stock and my recommendation.",https://seekingalpha.com/article/4578349-hess-corporation-stock-guyana-made-vital-difference,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/184908590/image_184908590.jpg?io=getty-c-w1536,2023-02-15T01:45:48Z,"HeliRy/E+ via Getty Images
Introduction
 U.S.-based independent oil and gas producer Hess Corporation (NYSE:HES) released its fourth-quarter 2022 and FY2022 results on January 25, 2023.
 Important… [+12813 chars]",2023-02-15,1.0
177,"{'id': None, 'name': 'Rigzone'}","Salma El Wardany, Paul Wallace",Egypt Sees 2025 as Earliest It Can Boost LNG Exports to Europe,Egypt aims to boost exports of liquefied natural gas by roughly 40 percent from 2025.,https://www.rigzone.com/news/wire/egypt_sees_2025_as_earliest_it_can_boost_lng_exports_to_europe-15-feb-2023-172075-article/,https://images.rigzone.com/images/news/articles/Egypt-Sees-2025-as-Earliest-It-Can-Boost-LNG-Exports-to-Europe-172075-582x327.png,2023-02-15T21:00:01Z,"Egypt aims to boost exports of liquefied natural gas by roughly 40% from 2025, with the bulk of the extra fuel shipments going to Europe.
The continent is rushing to secure more LNG from the Middle … [+2818 chars]",2023-02-15,1.0
178,"{'id': None, 'name': 'ValueWalk'}",Louis Navellier,Retail Sales Surged 3% In January,"In his podcast addressing the markets today, Louis Navellier offered the following commentary. Surging Retail Sales The Commerce Department on Wednesday shocked everyone by declaring that retail sales surged 3% in January, which was substantially higher than …",https://www.valuewalk.com/retail-sales-surged-3-in-january/,https://www.valuewalk.com/wp-content/uploads/2022/12/Retail-sales-report-today.jpeg,2023-02-16T16:31:31Z,"In his podcast addressing the markets today, Louis Navellier offered the following commentary.
Surging Retail Sales
The Commerce Department on Wednesday shocked everyone by declaring that retail sa… [+7231 chars]",2023-02-16,-1.0
179,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,Oil-rich Guyana expects annual economic growth of over 25% in coming years,"(marketscreener.com) Guyana's government is
forecasting the nascent oil producer's economy, which has
recently been among the world's fastest-growing, will expand by
at least 25% per year in the next three to four years, Finance
Minister Ashni Singh said on T…",https://www.marketscreener.com/news/latest/Oil-rich-Guyana-expects-annual-economic-growth-of-over-25-in-coming-years--43010414/?utm_medium=RSS&utm_content=20230216,https://www.marketscreener.com/images/twitter_MS_fdgris.png,2023-02-16T17:32:02Z,"Since oil production was inaugurated in 2019 by a consortium led by U.S. major Exxon Mobil Corp , Guyana's economy has boomed and the government has proposed devoting an increasing portion of its bud… [+1936 chars]",2023-02-16,-1.0
180,"{'id': None, 'name': 'Marketscreener.com'}",MarketScreener,News Highlights: Top Energy News of the Day,"(marketscreener.com) 
Oil traders hit 'sell button' with U.S. set to release more crude from its Strategic Petroleum Reserve 
 

 Oil settles lower on Tuesday after the U.S. said it would follow through with a plan to sell 26 million barrels of crude from its…",https://www.marketscreener.com/quote/commodity/WTI-2355639/news/News-Highlights-Top-Energy-News-of-the-Day-42988567/?utm_medium=RSS&utm_content=20230215,https://img.zonebourse.com/reuters/2017-02/2017-02-08T012423Z_1006950001_LYNXMPED1701X_RTROPTP_2_CBUSINESS-US-GLOBAL-OIL.JPG,2023-02-15T05:16:02Z,"Oil traders hit 'sell button' with U.S. set to release more crude from its Strategic Petroleum Reserve 
Oil settles lower on Tuesday after the U.S. said it would follow through with a plan to sell 2… [+2046 chars]",2023-02-15,1.0
181,"{'id': None, 'name': 'FX Empire'}",Reuters,Oil-rich Guyana expects annual economic growth of over 25% in coming years,"By Neil Marks and Marianna Parraga GEORGETOWN (Reuters) -   Guyana&#039;s government is forecasting the nascent oil producer&#039;s economy, which has recently been among the world&#039;s fastest-growing, will expand by at least 25% per year in the next three…",https://www.fxempire.com/news/article/oil-rich-guyana-expects-annual-economic-growth-of-over-25-in-coming-years-1286884,https://responsive.fxempire.com/width/600/webp-lossy-70.q50/_fxempire_/2021/10/Depositphotos_24448463_S-1-3.jpg,2023-02-16T17:51:14Z,"Since oil production was inaugurated in 2019 by a consortium led by U.S. major Exxon Mobil Corp , Guyanas economy has boomed and the government has proposed devoting an increasing portion of its budg… [+1879 chars]",2023-02-16,-1.0
